type,created,latitude,longitude,no_sighted,data_source_id,data_source_comments,m,day,year,month,date,date_ymd,time,J,K,L,sum_jkl,srkw_generic,srkw_type,srkw,biggs,sum_srkw_biggs,south,southeast,southwest,north,northeast,northwest,east,west,dir_sum
Southern Resident Killer Whale,2020-12-08 21:30:00,48.11324,-122.49717,34.0,124131.0,"Milling, J+K (Orca Network report)",12,8,2020,Dec,Dec-8,2020-12-8,21:30:00,1,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-12-08 22:30:00,48.05534,-122.41602,34.0,124132.0,"SB, J+K (Orca Network report)",12,8,2020,Dec,Dec-8,2020-12-8,22:30:00,1,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-12-08 22:40:00,48.04217,-122.40767,34.0,124133.0,"SB, tight group J pod  (J27, J57, J35) +Ks (Orca Network report)",12,8,2020,Dec,Dec-8,2020-12-8,22:40:00,1,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-12-08 23:00:00,48.0553,-122.36494,34.0,124134.0,SB J+K (Orca Network report),12,8,2020,Dec,Dec-8,2020-12-8,23:00:00,1,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-12-09 00:20:00,47.97076,-122.34221,34.0,124135.0,SB J+K (Orca Network report),12,9,2020,Dec,Dec-9,2020-12-9,00:20:00,1,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-12-09 04:25:00,48.03892,-122.62688,34.0,124136.0,"SRKW calls (S1s, S16s), infer NB J+Ks (Orcasound)",12,9,2020,Dec,Dec-9,2020-12-9,04:25:00,1,1,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-12-09 04:30:00,48.05465,-122.63341,30.0,124109.0,"Orcasound J+K pod calls heard from 8:11-8:38pm (S1s, S16s).",12,9,2020,Dec,Dec-9,2020-12-9,04:30:00,1,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-12-09 05:45:00,48.14421,-122.73168,34.0,124137.0,SRKW calls at PT (Orcasound),12,9,2020,Dec,Dec-9,2020-12-9,05:45:00,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-12-21 19:20:00,48.03791,-122.63024,30.0,124175.0,"S1, S16 calls (Orcasound; NB per ON sighting)",12,21,2020,Dec,Dec-21,2020-12-21,19:20:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-12-21 21:34:00,48.1459,-122.71821,30.0,124176.0,"S1, S16 calls detected (Orcasound). Infer J pod + Ks exiting Puget Sound.",12,21,2020,Dec,Dec-21,2020-12-21,21:34:00,1,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0
