type,created,latitude,longitude,no_sighted,data_source_id,data_source_comments,m,day,year,month,date,date_ymd,J,K,L,biggs,sum_jkl,sum_jkl_biggs,south,southeast,southwest,north,northeast,northwest,east,west,dir_sum
Southern Resident Killer Whale,2021-12-13 09:15:00,48.03152,-122.611,24.0,139186.0,[Orcasound Bush Pt hydrophone: loud J pod calls],12,13,2021,Dec,Dec-13,2021-12-13,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2021-12-13 17:40:00,47.60804,-122.44088,24.0,139179.0,[Orca Network: southbound spread out J pod],12,13,2021,Dec,Dec-13,2021-12-13,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
Southern Resident Killer Whale,2021-12-13 18:15:00,47.55617,-122.45598,24.0,139180.0,[Orca Network: J pod spread out southbound],12,13,2021,Dec,Dec-13,2021-12-13,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
Southern Resident Killer Whale,2021-12-13 19:20:00,47.51607,-122.43676,24.0,139181.0,[Orca Network: J pod spread out southbound],12,13,2021,Dec,Dec-13,2021-12-13,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
Southern Resident Killer Whale,2021-12-13 20:20:00,47.45575,-122.41616,24.0,139182.0,"[Orca network: J pod southbound spread out, some surface activity]",12,13,2021,Dec,Dec-13,2021-12-13,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
Southern Resident Killer Whale,2021-12-13 21:20:00,47.41371,-122.40105,24.0,139183.0,[Orca Network:  J pod flipped now NORTHBOUND],12,13,2021,Dec,Dec-13,2021-12-13,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
Southern Resident Killer Whale,2021-12-13 22:40:00,47.52361,-122.43676,24.0,139184.0,[Orca Network:  J pod northbound spread N/S],12,13,2021,Dec,Dec-13,2021-12-13,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
Southern Resident Killer Whale,2021-12-14 00:00:00,47.55038,-122.46268,24.0,139185.0,[Orca Network:  J pod northbound spread out],12,14,2021,Dec,Dec-14,2021-12-14,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
Southern Resident Killer Whale,2021-12-14 00:25:00,47.59983,-122.45796,24.0,139188.0,"[Orca Network: J pod leaders, others trailing 5-10 minutes. All northbound]",12,14,2021,Dec,Dec-14,2021-12-14,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
Southern Resident Killer Whale,2021-12-14 17:03:00,47.46672,-122.41135,24.0,139194.0,"[Orca Network FB]  southbound, believed to be residents based on large number",12,14,2021,Dec,Dec-14,2021-12-14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Southern Resident Killer Whale,2021-12-14 18:17:00,47.44304,-122.41787,24.0,139195.0,"[Orca Network FB] southbound, several dorsals, blows, and tailslaps.",12,14,2021,Dec,Dec-14,2021-12-14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Southern Resident Killer Whale,2021-12-14 18:40:00,47.38867,-122.37065,24.0,139196.0,"[Orca Network: ""beautiful close Jpod pass at Pt Robinson, grouped up mostly, some singles, playful, steady southbound"" ]",12,14,2021,Dec,Dec-14,2021-12-14,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
Southern Resident Killer Whale,2021-12-14 18:55:00,47.36866,-122.40047,24.0,139197.0,"[Orca Network FB]  southbound, spread out",12,14,2021,Dec,Dec-14,2021-12-14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Southern Resident Killer Whale,2021-12-14 20:15:00,47.32436,-122.48247,24.0,139199.0,[Orca Network: J pod spread out generally SW bound],12,14,2021,Dec,Dec-14,2021-12-14,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
Southern Resident Killer Whale,2021-12-15 01:00:00,47.38351,-122.37175,24.0,139211.0,"[Orcasound] J pod northbound, calls (S1, S4, S10) and clicks audible on Point Robinson hydrophone (for 1st time) for about 1 hour",12,15,2021,Dec,Dec-15,2021-12-15,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
Southern Resident Killer Whale,2021-12-15 18:00:00,47.5826632,-122.4346926,24.0,139212.0,"[Orca Network FB] southbound, ferry stopped to watch a bit",12,15,2021,Dec,Dec-15,2021-12-15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Southern Resident Killer Whale,2021-12-15 19:30:00,47.49065,-122.43607,24.0,139213.0,"[Orca Network FB] spread across the channel in singles and small groups, steady southbound",12,15,2021,Dec,Dec-15,2021-12-15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Southern Resident Killer Whale,2021-12-15 19:50:00,47.46117,-122.41924,24.0,139214.0,[Orca Network FB] southbound spread out from mid-channel to near Vashon,12,15,2021,Dec,Dec-15,2021-12-15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Southern Resident Killer Whale,2021-12-15 20:30:00,47.42275,-122.4007,24.0,139215.0,[Orca Network FB] southbound fast,12,15,2021,Dec,Dec-15,2021-12-15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Southern Resident Killer Whale,2021-12-15 22:45:00,47.34638,-122.41581,24.0,139216.0,"[Orca Network FB] southbound, multiple breaches",12,15,2021,Dec,Dec-15,2021-12-15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Southern Resident Killer Whale,2021-12-15 23:00:00,47.32137,-122.45529,24.0,139217.0,"[Orca Network FB] westbound, multiple breaches, spreading out",12,15,2021,Dec,Dec-15,2021-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Southern Resident Killer Whale,2021-12-16 00:00:00,47.32637,-122.52241,24.0,139218.0,"[Orca Network FB] spread from Colvos to ferry lanes, westbound lazily, barley surfacing, everyone seems to be resting, lots of logging with leaders",12,16,2021,Dec,Dec-16,2021-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Southern Resident Killer Whale,2021-12-16 00:01:00,47.32637,-122.52241,24.0,139218.0,"[Orca Network FB] spread from Colvos to ferry lanes, westbound lazily, barley surfacing, everyone seems to be resting, lots of logging with leaders",12,16,2021,Dec,Dec-16,2021-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Southern Resident Killer Whale,2021-12-16 00:30:00,47.33799,-122.53816,24.0,139219.0,[Orca Network FB] northbound,12,16,2021,Dec,Dec-16,2021-12-16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Southern Resident Killer Whale,2021-12-16 01:00:00,47.36921,-122.53193,24.0,139220.0,"[Orca Network FB] low light, heard blows traveling in several small groups quickly northward",12,16,2021,Dec,Dec-16,2021-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2021-12-16 02:20:00,47.4864,-122.50945,24.0,139221.0,"[Orca Network FB] head blows heading north, slowly",12,16,2021,Dec,Dec-16,2021-12-16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Southern Resident Killer Whale,2021-12-16 02:21:00,47.4864,-122.50945,24.0,139221.0,"[Orca Network FB] head blows heading north, slowly",12,16,2021,Dec,Dec-16,2021-12-16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Southern Resident Killer Whale,2021-12-31 21:00:00,48.55979,-123.23163,24.0,139412.0,[Orcasound] OrcaHello detections of faint calls and whistles confirmed by D.Bain 13:00-15:00.,12,31,2021,Dec,Dec-31,2021-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
