SightDate,Time1,Time2,Month,Day,Year,pod,likelypod,Direction,FishArea,Quadrant,latitude,longitude,Source,j_pod,j_likelypod,j,j_tag,k_pod,k_likelypod,k,k_tag,l_pod,l_likelypod,l,l_tag,pod_tag
2013-01-01,10:29:00,1029,1,1.0,2013,orcas,jp,N,9,398,47.8987,-122.363,TWM-SA-Pub,0,1,1,J,0,0,0,,0,0,0,,J
2013-01-01,10:45:00,1045,1,1.0,2013,orcas,ts,,7,188,48.5386,-122.9544,TWM-SA-Rel,0,0,0,,0,0,0,,0,0,0,,
2013-01-01,12:00:00,1200,1,1.0,2013,orcas,ts,S,7,195,48.7183,-122.9285,TWM-SA-Pub,0,0,0,,0,0,0,,0,0,0,,
2013-01-01,12:15:00,1215,1,1.0,2013,orcas,jp,,2019-08-02 00:00:00,386,47.9624,-122.292,TWM-SA-Pub,0,1,1,J,0,0,0,,0,0,0,,J
2013-01-01,13:00:00,1300,1,1.0,2013,orcas,jp,N,2019-08-02 00:00:00,383,48.0625,-122.4045,TWM-SA-Pub,0,1,1,J,0,0,0,,0,0,0,,J
2013-01-01,13:28:00,1328,1,1.0,2013,orcas,ts,,7,168,48.6288,-123.1411,TWM-SA-Pub,0,0,0,,0,0,0,,0,0,0,,
2013-01-01,13:30:00,1330,1,1.0,2013,orcas,jp,,9,397,47.9003,-122.4618,TWM-SA-Pub,0,1,1,J,0,0,0,,0,0,0,,J
2013-01-01,13:30:00,1330,1,1.0,2013,orcas,jp,N,2019-08-02 00:00:00,383,48.0625,-122.4045,TWM-SA-Pub,0,1,1,J,0,0,0,,0,0,0,,J
2013-01-01,13:30:00,1330,1,1.0,2013,orcas,jp,N,2019-08-02 00:00:00,383,48.035,-122.3767,TWM-SA-Pub,0,1,1,J,0,0,0,,0,0,0,,J
2013-01-01,14:00:00,1400,1,1.0,2013,orcas,jp,N,2019-08-02 00:00:00,383,48.0625,-122.4045,TWM-SA-Pub,0,1,1,J,0,0,0,,0,0,0,,J
2013-01-01,14:30:00,1430,1,1.0,2013,orcas,jp,N,2019-08-02 00:00:00,381,48.1021,-122.449,TWM-SA-Pub,0,1,1,J,0,0,0,,0,0,0,,J
2013-01-01,15:18:00,1518,1,1.0,2013,orcas,jp,,2019-08-02 00:00:00,381,48.1021,-122.449,TWM-SA-Rel,0,1,1,J,0,0,0,,0,0,0,,J
2013-01-01,15:45:00,1545,1,1.0,2013,orcas,jp,,2019-08-01 00:00:00,379,48.1232,-122.5229,TWM-SA-Rel,0,1,1,J,0,0,0,,0,0,0,,J
2013-01-01,16:29:00,1629,1,1.0,2013,orcas,jp,,2019-08-01 00:00:00,375,48.1862,-122.5531,TWM-SA-Pub,0,1,1,J,0,0,0,,0,0,0,,J
2013-01-01,16:53:00,1653,1,1.0,2013,orcas,jp,N,2019-08-01 00:00:00,375,48.1862,-122.5531,TWM-SA-Pub,0,1,1,J,0,0,0,,0,0,0,,J
2013-01-01,16:59:00,1659,1,1.0,2013,orcas,jp,,2019-08-01 00:00:00,379,48.1232,-122.5229,TWM-SA-Pub,0,1,1,J,0,0,0,,0,0,0,,J
2013-01-01,,,1,1.0,2013,orcas,jp,N,2019-08-01 00:00:00,379,48.1232,-122.5229,TWM-SA-Rel,0,1,1,J,0,0,0,,0,0,0,,J
