SightDate,Time1,Time2,Month,Day,Year,pod,likelypod,Direction,FishArea,Quadrant,latitude,longitude,Source,j_pod,j_likelypod,j,j_tag,k_pod,k_likelypod,k,k_tag,l_pod,l_likelypod,l,l_tag,pod_tag
1980-01-04,11:20:00,1120,1,4.0,1980,j,nan,S,7,176,48.5602,-123.2168,TWM-SA-Rel,1,0,1,J,0,0,0,,0,0,0,,J
1980-01-10,15:00:00,1500,1,10.0,1980,orcas,nan,mill,6,359,48.0443,-122.8689,TWM-SA-Pub,0,0,0,,0,0,0,,0,0,0,,
1980-01-17,17:00:00,1700,1,17.0,1980,jp,nan,N,7,176,48.5602,-123.2168,TWM-SA-Rel,1,0,1,J,0,0,0,,0,0,0,,J
1980-01-18,11:57:00,1157,1,18.0,1980,jp,nan,S,7,176,48.5602,-123.2168,TWM-SA-Rel,1,0,1,J,0,0,0,,0,0,0,,J
1980-01-20,13:55:00,1355,1,20.0,1980,orcas,l+,S,7,188,48.5386,-122.9544,TWM-SA-Pub,0,0,0,,0,0,0,,0,1,1,L,L
1980-01-20,14:00:00,1400,1,20.0,1980,orcas,l+,S,7,188,48.5386,-122.9544,TWM-SA-Pub,0,0,0,,0,0,0,,0,1,1,L,L
1980-01-20,14:00:00,1400,1,20.0,1980,orcas,srs,,7,189,48.5799,-122.8595,TWM-SA-Pub,0,0,0,,0,0,0,,0,0,0,,
1980-01-20,14:30:00,1430,1,20.0,1980,orcas,l+,,7,187,48.4911,-122.9741,TWM-SA-Pub,0,0,0,,0,0,0,,0,1,1,L,L
1980-01-20,15:05:00,1505,1,20.0,1980,l+,nan,S,7,186,48.4412,-122.9393,TWM-SA-Pub,0,0,0,,0,0,0,,1,0,1,L,L
1980-01-26,08:00:00,800,1,26.0,1980,orcas,nan,E,11,416,47.4177,-122.3619,TWM-SA-Pub,0,0,0,,0,0,0,,0,0,0,,
1980-01-26,13:00:00,1300,1,26.0,1980,orcas,nan,N,10,407,47.6849,-122.4389,TWM-SA-Pub,0,0,0,,0,0,0,,0,0,0,,
1980-01-27,13:00:00,1300,1,27.0,1980,orcas,nan,W,6,350,48.1924,-123.1648,TWM-SA-Pub,0,0,0,,0,0,0,,0,0,0,,
1980-01-30,11:30:00,1130,1,30.0,1980,orcas,nan,E,7,191,48.6044,-122.9721,TWM-SA-Pub,0,0,0,,0,0,0,,0,0,0,,
1980-01-30,11:40:00,1140,1,30.0,1980,orcas,nan,E,7,189,48.5799,-122.8595,TWM-SA-Pub,0,0,0,,0,0,0,,0,0,0,,
1980-01-30,12:00:00,1200,1,30.0,1980,orcas,nan,E,7,189,48.5799,-122.8595,TWM-SA-Pub,0,0,0,,0,0,0,,0,0,0,,
1980-02-04,16:00:00,1600,2,4.0,1980,orcas,nan,S,9,388,48.1374,-122.6386,TWM-SA-Pub,0,0,0,,0,0,0,,0,0,0,,
1980-02-05,08:00:00,800,2,5.0,1980,orcas,srs,S,9,401,47.8102,-122.4274,TWM-SA-Pub,0,0,0,,0,0,0,,0,0,0,,
1980-02-05,08:15:00,815,2,5.0,1980,orcas,srs,,9,401,47.8102,-122.4274,TWM-SA-Pub,0,0,0,,0,0,0,,0,0,0,,
