SightDate,Time1,Month,Day,Year,pod,likelypod,latitude,longitude,Source,j_pod,j_likelypod,j,j_tag,k_pod,k_likelypod,k,k_tag,l_pod,l_likelypod,l,l_tag,puget_sound,central_salish,pod_tag
1995-01-01,10:00:00,1,1.0,1995,orcas,nan,47.3387,-122.4451,TWM-SA-Pub,0,0,0,,0,0,0,,0,0,0,,1.0,0.0,
1995-01-01,10:15:00,1,1.0,1995,j,nan,47.3567,-122.3476,TWM-SA-Pub,1,0,1,J,0,0,0,,0,0,0,,1.0,0.0,J
1995-01-01,10:15:00,1,1.0,1995,orcas,nan,47.3387,-122.4451,TWM-SA-Pub,0,0,0,,0,0,0,,0,0,0,,1.0,0.0,
1995-01-01,10:55:00,1,1.0,1995,j,nan,47.3567,-122.3476,TWM-SA-Pub,1,0,1,J,0,0,0,,0,0,0,,1.0,0.0,J
1995-01-01,16:10:00,1,1.0,1995,j,nan,47.5995,-122.4367,TWM-SA-Pub,1,0,1,J,0,0,0,,0,0,0,,1.0,0.0,J
1995-01-01,,1,1.0,1995,orcas,nan,47.5093,-122.4054,TWM-SA-Pub,0,0,0,,0,0,0,,0,0,0,,1.0,0.0,
1995-01-01,,1,1.0,1995,orcas,nan,47.3567,-122.3476,TWM-SA-Pub,0,0,0,,0,0,0,,0,0,0,,1.0,0.0,
1995-01-02,14:45:00,1,2.0,1995,orcas,nan,48.5602,-123.2168,TWM-SA-Pub,0,0,0,,0,0,0,,0,0,0,,0.0,1.0,
1995-01-02,15:30:00,1,2.0,1995,orcas,nan,48.5065,-123.1786,TWM-SA-Pub,0,0,0,,0,0,0,,0,0,0,,0.0,1.0,
1995-01-05,13:15:00,1,5.0,1995,j,nan,48.7453,-123.0889,TWM-SA-Pub,1,0,1,J,0,0,0,,0,0,0,,0.0,1.0,J
1995-01-05,16:45:00,1,5.0,1995,orcas,nan,48.5386,-122.9544,TWM-SA-Pub,0,0,0,,0,0,0,,0,0,0,,0.0,1.0,
1995-01-07,07:00:00,1,7.0,1995,orcas,nan,47.4177,-122.3619,TWM-SA-Pub,0,0,0,,0,0,0,,0,0,0,,1.0,0.0,
1995-01-07,08:40:00,1,7.0,1995,orcas,nan,47.2865,-122.4311,TWM-SA-Pub,0,0,0,,0,0,0,,0,0,0,,1.0,0.0,
1995-01-07,12:40:00,1,7.0,1995,orcas,nan,47.3387,-122.4451,TWM-SA-Pub,0,0,0,,0,0,0,,0,0,0,,1.0,0.0,
1995-01-07,16:00:00,1,7.0,1995,orcas,nan,47.4688,-122.3814,TWM-SA-Pub,0,0,0,,0,0,0,,0,0,0,,1.0,0.0,
1995-01-07,18:00:00,1,7.0,1995,orcas,nan,47.4177,-122.3619,TWM-SA-Pub,0,0,0,,0,0,0,,0,0,0,,1.0,0.0,
1995-01-08,12:00:00,1,8.0,1995,j,nan,47.5995,-122.4367,TWM-SA-Pub,1,0,1,J,0,0,0,,0,0,0,,1.0,0.0,J
1995-01-08,14:15:00,1,8.0,1995,orcas,nan,47.5093,-122.4054,TWM-SA-Pub,0,0,0,,0,0,0,,0,0,0,,1.0,0.0,
1995-01-08,18:00:00,1,8.0,1995,orcas,nan,47.3567,-122.3476,TWM-SA-Pub,0,0,0,,0,0,0,,0,0,0,,1.0,0.0,
1995-01-08,,1,8.0,1995,orcas,nan,47.6849,-122.4389,TWM-SA-Pub,0,0,0,,0,0,0,,0,0,0,,1.0,0.0,
