day,mon,year,netlen,catch1,sets1,effort1,cpue1,catch2,sets2,effort2,cpue2
01,Apr,1987,150,2,2,"11,250",0.18,0,0,0,0
02,Apr,1987,150,4,2,"11,250",0.36,0,0,0,0
03,Apr,1987,150,1,2,"11,250",0.09,0,0,0,0
04,Apr,1987,150,0,2,"10,950",0.00,0,0,0,0
05,Apr,1987,150,1,2,"10,800",0.09,0,0,0,0
06,Apr,1987,150,0,2,"9,000",0.00,0,0,0,0
07,Apr,1987,150,0,2,"8,025",0.00,0,0,0,0
08,Apr,1987,150,1,2,"9,225",0.11,0,0,0,0
09,Apr,1987,150,0,2,"8,175",0.00,0,0,0,0
10,Apr,1987,150,1,2,"9,300",0.11,0,0,0,0
11,Apr,1987,150,1,2,"9,975",0.10,0,0,0,0
12,Apr,1987,150,2,2,"8,700",0.23,0,0,0,0
13,Apr,1987,150,3,2,"12,150",0.25,0,0,0,0
14,Apr,1987,150,6,2,"10,350",0.58,0,0,0,0
15,Apr,1987,150,9,2,"9,750",0.92,0,0,0,0
16,Apr,1987,150,3,2,"10,650",0.28,0,0,0,0
17,Apr,1987,150,3,2,"8,250",0.36,0,0,0,0
18,Apr,1987,150,2,2,"9,075",0.22,0,0,0,0
19,Apr,1987,150,4,2,"7,950",0.50,0,0,0,0
20,Apr,1987,150,2,2,"8,475",0.24,0,0,0,0
21,Apr,1987,150,1,2,"7,650",0.13,0,0,0,0
22,Apr,1987,150,12,2,"8,250",1.45,0,0,0,0
23,Apr,1987,150,6,2,"7,200",0.83,0,0,0,0
24,Apr,1987,150,7,2,"11,625",0.60,0,0,0,0
25,Apr,1987,150,5,2,"11,325",0.44,0,0,0,0
26,Apr,1987,150,3,2,"11,250",0.27,0,0,0,0
27,Apr,1987,150,11,2,"12,525",0.88,0,0,0,0
28,Apr,1987,150,8,2,"11,100",0.72,0,0,0,0
29,Apr,1987,150,10,2,"12,300",0.81,0,0,0,0
30,Apr,1987,150,6,2,"10,425",0.58,0,0,0,0
01,May,1987,150,2,2,"7,875",0.25,0,0,0,0
02,May,1987,150,1,2,"6,975",0.14,0,0,0,0
03,May,1987,150,5,2,"6,450",0.78,0,0,0,0
04,May,1987,150,7,2,"6,600",1.06,0,0,0,0
05,May,1987,150,8,2,"6,675",1.20,0,0,0,0
06,May,1987,150,10,2,"6,975",1.43,0,0,0,0
07,May,1987,150,22,2,"7,950",2.77,0,0,0,0
08,May,1987,150,13,2,"7,425",1.75,0,0,0,0
09,May,1987,150,29,2,"7,875",3.68,0,0,0,0
10,May,1987,150,11,2,"6,600",1.67,0,0,0,0
11,May,1987,150,13,2,"7,275",1.79,0,0,0,0
12,May,1987,150,3,2,"7,050",0.43,0,0,0,0
13,May,1987,150,9,2,"6,900",1.30,0,0,0,0
14,May,1987,150,7,2,"7,425",0.94,0,0,0,0
15,May,1987,150,4,2,"6,825",0.59,0,0,0,0
16,May,1987,150,2,2,"6,225",0.32,0,0,0,0
17,May,1987,150,14,2,"7,575",1.85,0,0,0,0
18,May,1987,150,19,2,"8,550",2.22,0,0,0,0
19,May,1987,150,11,2,"6,975",1.58,0,0,0,0
20,May,1987,150,14,2,"7,575",1.85,0,0,0,0
21,May,1987,150,29,2,"8,475",3.42,0,0,0,0
22,May,1987,150,13,2,"7,350",1.77,0,0,0,0
23,May,1987,150,9,2,"7,200",1.25,0,0,0,0
24,May,1987,150,10,2,"8,025",1.25,0,0,0,0
25,May,1987,150,12,2,"8,250",1.45,0,0,0,0
26,May,1987,150,15,2,"9,450",1.59,0,0,0,0
27,May,1987,150,14,2,"9,750",1.44,0,0,0,0
28,May,1987,150,8,2,"9,825",0.81,0,0,0,0
29,May,1987,150,9,2,"8,325",1.08,0,0,0,0
30,May,1987,150,11,2,"7,950",1.38,0,0,0,0
31,May,1987,150,32,2,"7,950",4.03,0,0,0,0
01,Jun,1987,150,6,2,"7,200",0.83,0,0,0,0
02,Jun,1987,150,15,2,"8,850",1.69,0,0,0,0
03,Jun,1987,150,22,2,"7,200",3.06,0,0,0,0
04,Jun,1987,150,14,2,"7,275",1.92,0,0,0,0
05,Jun,1987,150,33,2,"6,825",4.84,0,0,0,0
06,Jun,1987,150,26,2,"6,525",3.98,0,0,0,0
07,Jun,1987,150,20,2,"6,900",2.90,0,0,0,0
08,Jun,1987,150,28,2,"6,825",4.10,0,0,0,0
09,Jun,1987,150,10,2,"6,525",1.53,0,0,0,0
10,Jun,1987,150,5,2,"6,150",0.81,0,0,0,0
11,Jun,1987,150,23,2,"7,500",3.07,0,0,0,0
12,Jun,1987,150,25,2,"7,725",3.24,0,0,0,0
13,Jun,1987,150,18,2,"6,300",2.86,0,0,0,0
14,Jun,1987,150,19,2,"6,600",2.88,0,0,0,0
15,Jun,1987,150,28,2,"7,050",3.97,0,0,0,0
16,Jun,1987,150,19,2,"6,825",2.78,0,0,0,0
17,Jun,1987,150,22,2,"7,125",3.09,0,0,0,0
18,Jun,1987,150,58,2,"7,950",7.30,0,0,0,0
19,Jun,1987,150,44,2,"6,675",6.59,0,0,0,0
20,Jun,1987,150,39,2,"7,800",5.00,0,0,0,0
21,Jun,1987,150,40,2,"6,900",5.80,0,0,0,0
22,Jun,1987,150,44,2,"7,725",5.70,0,0,0,0
23,Jun,1987,150,70,2,"8,625",8.12,0,0,0,0
24,Jun,1987,150,49,2,"8,700",5.63,0,0,0,0
25,Jun,1987,150,20,2,"6,675",3.00,0,0,0,0
26,Jun,1987,150,20,2,"7,200",2.78,0,0,0,0
27,Jun,1987,150,38,2,"7,950",4.78,0,0,0,0
28,Jun,1987,150,39,2,"7,950",4.91,0,0,0,0
29,Jun,1987,150,34,2,"8,475",4.01,0,0,0,0
30,Jun,1987,150,43,2,"8,475",5.07,0,0,0,0
01,Jul,1987,150,36,2,"7,650",4.71,0,0,0,0
02,Jul,1987,150,11,2,"6,375",1.73,0,0,0,0
03,Jul,1987,150,36,2,"6,675",5.39,0,0,0,0
04,Jul,1987,150,5,2,"6,750",0.74,0,0,0,0
05,Jul,1987,150,10,2,"6,450",1.55,0,0,0,0
06,Jul,1987,150,5,2,"6,225",0.80,0,0,0,0
07,Jul,1987,150,11,2,"7,875",1.40,0,0,0,0
08,Jul,1987,150,18,2,"7,650",2.35,0,0,0,0
09,Jul,1987,150,20,2,"7,350",2.72,0,0,0,0
10,Jul,1987,150,15,2,"8,475",1.77,0,0,0,0
11,Jul,1987,150,19,2,"7,875",2.41,0,0,0,0
12,Jul,1987,150,17,2,"7,500",2.27,0,0,0,0
13,Jul,1987,150,6,2,"6,900",0.87,0,0,0,0
14,Jul,1987,150,14,2,"7,350",1.90,0,0,0,0
15,Jul,1987,150,31,2,"7,575",4.09,0,0,0,0
16,Jul,1987,150,24,2,"7,050",3.40,0,0,0,0
17,Jul,1987,150,27,2,"7,500",3.60,0,0,0,0
18,Jul,1987,150,18,2,"6,825",2.64,0,0,0,0
19,Jul,1987,150,25,2,"7,425",3.37,0,0,0,0
20,Jul,1987,150,21,2,"8,175",2.57,0,0,0,0
21,Jul,1987,150,8,2,"9,900",0.81,0,0,0,0
22,Jul,1987,150,30,2,"11,475",2.61,0,0,0,0
23,Jul,1987,150,26,2,"12,450",2.09,0,0,0,0
24,Jul,1987,150,24,2,"12,600",1.90,0,0,0,0
25,Jul,1987,150,25,2,"11,550",2.16,0,0,0,0
26,Jul,1987,150,19,2,"11,025",1.72,0,0,0,0
27,Jul,1987,150,37,2,"11,325",3.27,0,0,0,0
28,Jul,1987,150,13,2,"7,875",1.65,0,0,0,0
29,Jul,1987,150,8,2,"8,025",1.00,0,0,0,0
30,Jul,1987,150,10,2,"8,100",1.23,0,0,0,0
31,Jul,1987,150,6,2,"7,725",0.78,0,0,0,0
01,Aug,1987,150,2,2,"6,825",0.29,0,0,0,0
02,Aug,1987,150,5,2,"6,975",0.72,0,0,0,0
03,Aug,1987,150,9,2,"8,550",1.05,0,0,0,0
05,Aug,1987,150,1,2,"6,675",0.15,0,0,0,0
06,Aug,1987,150,4,2,"7,875",0.51,0,0,0,0
07,Aug,1987,150,3,2,"9,375",0.32,0,0,0,0
08,Aug,1987,150,18,2,"11,100",1.62,0,0,0,0
09,Aug,1987,150,12,2,"9,000",1.33,0,0,0,0
