Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,1948-01-01,,,,,,,,,,,,,,
Bonneville,1948-01-02,,,,2,,,,,,,,,,
Bonneville,1948-01-03,,,,,,,,,,,,,,
Bonneville,1948-01-04,,,,1,,,,,,,,,,
Bonneville,1948-01-05,,,,1,,,,,,,,,,
Bonneville,1948-01-06,,1,,,,,,,,,,,,
Bonneville,1948-01-07,,4,,19,,,,,,,,,,
Bonneville,1948-01-08,,3,,44,,,,,,,,,,
Bonneville,1948-01-09,,1,,38,,,,,,,,,,
Bonneville,1948-01-10,,1,,15,,,,,,,,,,
Bonneville,1948-01-11,,,,12,,,,,,,,,,
Bonneville,1948-01-12,,,,1,,,,,,,,,,
Bonneville,1948-01-13,,,,5,,,,,,,,,,
Bonneville,1948-01-14,,,,5,,,,,,,,,,
Bonneville,1948-01-15,,,,6,,,,,,,,,,
Bonneville,1948-01-16,,,,1,,,,,,,,,,
Bonneville,1948-01-17,,,,,,,,,,,,,,
Bonneville,1948-01-18,,,,,,,,,,,,,,
Bonneville,1948-01-19,,,,,,,,,,,,,,
Bonneville,1948-01-20,,,,,,,,,,,,,,
Bonneville,1948-01-21,,,,1,,,,,,,,,,
Bonneville,1948-01-22,,,,,,,,,,,,,,
Bonneville,1948-01-23,,,,,,,,,,,,,,
Bonneville,1948-01-24,,,,1,,,,,,,,,,
Bonneville,1948-01-25,,,,2,,,,,,,,,,
Bonneville,1948-01-26,,,,,,,,,,,,,,
Bonneville,1948-01-27,,,,,,,,,,,,,,
Bonneville,1948-01-28,,,,,,,,,,,,,,
Bonneville,1948-01-29,,,,,,,,,,,,,,
Bonneville,1948-01-30,,,,,,,,,,,,,,
Bonneville,1948-01-31,,,,,,,,,,,,,,
Bonneville,1948-02-01,,,,,,,,,,,,,,
Bonneville,1948-02-02,,,,,,,,,,,,,,
Bonneville,1948-02-03,,,,,,,,,,,,,,
Bonneville,1948-02-04,,,,,,,,,,,,,,
Bonneville,1948-02-05,,,,,,,,,,,,,,
Bonneville,1948-02-06,,,,,,,,,,,,,,
Bonneville,1948-02-07,,,,,,,,,,,,,,
Bonneville,1948-02-08,,,,,,,,,,,,,,
Bonneville,1948-02-09,,,,,,,,,,,,,,
Bonneville,1948-02-10,,,,,,,,,,,,,,
Bonneville,1948-02-11,,,,,,,,,,,,,,
Bonneville,1948-02-12,,,,,,,,,,,,,,
Bonneville,1948-02-13,,,,,,,,,,,,,,
Bonneville,1948-02-14,,,,,,,,,,,,,,
Bonneville,1948-02-15,,,,,,,,,,,,,,
Bonneville,1948-02-16,,,,1,,,,,,,,,,
Bonneville,1948-02-17,,,,2,,,,,,,,,,
Bonneville,1948-02-18,,,,8,,,,,,,,,,
Bonneville,1948-02-19,,,,6,,,,,,,,,,
Bonneville,1948-02-20,,,,5,,,,,,,,,,
Bonneville,1948-02-21,,,,10,,,,,,,,,,
Bonneville,1948-02-22,,,,12,,,,,,,,,,
Bonneville,1948-02-23,,,,11,,,,,,,,,,
Bonneville,1948-02-24,,,,7,,,,,,,,,,
Bonneville,1948-02-25,,,,10,,,,,,,,,,
Bonneville,1948-02-26,,,,33,,,,,,,,,,
Bonneville,1948-02-27,,,,7,,,,,,,,,,
Bonneville,1948-02-28,,,,1,,,,,,,,,,
Bonneville,1948-02-29,,,,6,,,,,,,,,,
Bonneville,1948-03-01,,,,5,,,,,,,,,,
Bonneville,1948-03-02,,,,2,,,,,,,,,,
Bonneville,1948-03-03,,,,5,,,,,,,,,,
Bonneville,1948-03-04,,,,2,,,,,,,,,,
Bonneville,1948-03-05,,,,5,,,,,,,,,,
Bonneville,1948-03-06,,,,14,,,,,,,,,,
Bonneville,1948-03-07,,,,17,,,,,,,,,,
Bonneville,1948-03-08,,,,17,,,,,,,,,,
Bonneville,1948-03-09,,,,13,,,,,,,,,,
Bonneville,1948-03-10,,,,4,,,,,,,,,,
Bonneville,1948-03-11,,,,14,,,,,,,,,,
Bonneville,1948-03-12,,,,27,,,,,,,,,,
Bonneville,1948-03-13,,1,,13,,,,,,,,,,
Bonneville,1948-03-14,,1,,5,,,,,,,,,,
Bonneville,1948-03-15,Sp,1,,3,,,,,,,,,,
Bonneville,1948-03-16,Sp,,,1,,,,,,,,,,
Bonneville,1948-03-17,Sp,1,,4,,,,,,,,,,
Bonneville,1948-03-18,Sp,1,,3,,,,,,,,,,
Bonneville,1948-03-19,Sp,3,,116,,,,,,1,,,,
Bonneville,1948-03-20,Sp,3,,34,,,,,,,,,,
Bonneville,1948-03-21,Sp,1,,16,,,,,,,,,,
Bonneville,1948-03-22,Sp,9,,337,,,,,,,,,,
Bonneville,1948-03-23,Sp,6,,36,,,,,,,,,,
Bonneville,1948-03-24,Sp,8,,48,,,,,,,,,,
Bonneville,1948-03-25,Sp,14,,39,,,,,,,,,,
Bonneville,1948-03-26,Sp,17,,48,,,,,,,,,,
Bonneville,1948-03-27,Sp,33,,139,,,,,,,,,,
Bonneville,1948-03-28,Sp,36,,237,,,,,,,,,,
Bonneville,1948-03-29,Sp,51,,207,,,,,,,,,,
Bonneville,1948-03-30,Sp,18,,106,,,,,,,,,,
Bonneville,1948-03-31,Sp,47,,114,,,,,,,,,,
Bonneville,1948-04-01,Sp,165,,270,,,,,,,,,,
Bonneville,1948-04-02,Sp,69,,95,,,,,,,,,,
Bonneville,1948-04-03,Sp,126,,352,,,,,,,,,,
Bonneville,1948-04-04,Sp,145,,101,,,,,,,,,,
Bonneville,1948-04-05,Sp,54,,49,,,,,,,,,,
Bonneville,1948-04-06,Sp,32,,18,,,,,,,,,,
Bonneville,1948-04-07,Sp,61,,30,,,,,,,,,,
Bonneville,1948-04-08,Sp,112,,48,,,,,,,,,,
Bonneville,1948-04-09,Sp,67,,43,,,,,,,,,,
Bonneville,1948-04-10,Sp,130,,78,,,,,,,,,,
Bonneville,1948-04-11,Sp,353,,139,,,,,,,,,,
Bonneville,1948-04-12,Sp,362,,143,,,,,,,,,,
Bonneville,1948-04-13,Sp,734,,312,,,,,,,,,,
Bonneville,1948-04-14,Sp,1750,,440,,,,,,1,,,,
Bonneville,1948-04-15,Sp,2319,,370,,,,,,1,,,,
Bonneville,1948-04-16,Sp,3927,,512,,,,,,,,,,
Bonneville,1948-04-17,Sp,2814,,412,,,,,,1,,,,
Bonneville,1948-04-18,Sp,2839,,371,,,,,,2,,,,
Bonneville,1948-04-19,Sp,3014,,210,,,,,,17,,,,
Bonneville,1948-04-20,Sp,909,,72,,,,,,18,,,,
Bonneville,1948-04-21,Sp,274,,56,,,,,,20,,,,
Bonneville,1948-04-22,Sp,235,,61,,,,,,11,,,,
Bonneville,1948-04-23,Sp,166,,55,,,,,,3,,,,
Bonneville,1948-04-24,Sp,283,,88,,,,,,2,,,,
Bonneville,1948-04-25,Sp,704,,89,,,,,,2,,,,
Bonneville,1948-04-26,Sp,204,,19,,,,,,2,,,,
Bonneville,1948-04-27,Sp,85,,10,,,,,,2,,,,
Bonneville,1948-04-28,Sp,84,,16,,,,,,,,,,
Bonneville,1948-04-29,Sp,77,,10,,,,,,,,,,
Bonneville,1948-04-30,Sp,111,,4,,,,,,,,,,
