Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,2011-01-01,,,,4,3,,,,,,,,,4.4
Bonneville,2011-01-02,,,,3,1,,,,,,,,,4.4
Bonneville,2011-01-03,,,,2,1,,,,,,,,,3.9
Bonneville,2011-01-04,,,,5,3,,,,,,,,,3.9
Bonneville,2011-01-05,,,,10,4,,,,,,,,,3.9
Bonneville,2011-01-06,,,,7,3,,,,,,,,,4.4
Bonneville,2011-01-07,,,1,13,8,,,,,,,,,4.4
Bonneville,2011-01-08,,,,11,3,,,,,,,,,4.4
Bonneville,2011-01-09,,,-1,7,1,,,,,,,,,4.4
Bonneville,2011-01-10,,,,8,1,,,,,,,,,3.9
Bonneville,2011-01-11,,,,7,2,,,,,,,,,3.3
Bonneville,2011-01-12,,,,1,1,,,,,,,,,3.3
Bonneville,2011-01-13,,,,14,10,,,,,,,,,2.8
Bonneville,2011-01-14,,,,52,22,,,,,,,,,3.3
Bonneville,2011-01-15,,,,22,10,,,,,,,,,3.3
Bonneville,2011-01-16,,,,69,44,,,,,,,,,3.9
Bonneville,2011-01-17,,,,8,-1,,,,,,,,,3.9
Bonneville,2011-01-18,,,,21,10,,,,,1,,,,4.4
Bonneville,2011-01-19,,,,23,9,,,,,,,,,3.9
Bonneville,2011-01-20,,,,49,26,,,,,,,,,3.9
Bonneville,2011-01-21,,,,33,9,,,,,,,,,3.3
Bonneville,2011-01-22,,,,34,11,,,,,,,,,3.9
Bonneville,2011-01-23,,,,71,38,,,,,,,,,3.9
Bonneville,2011-01-24,,,,84,30,,,,,,,,,3.9
Bonneville,2011-01-25,,,,87,38,,,,,,,,,4.4
Bonneville,2011-01-26,,1,,29,10,,,,,,,,,4.4
Bonneville,2011-01-27,,,-1,37,12,,,,,,,,,4.4
Bonneville,2011-01-28,,,,20,5,,,,,,,,,3.9
Bonneville,2011-01-29,,,,33,19,,,,,,,,,4.4
Bonneville,2011-01-30,,,,17,7,,,,,,,,,4.4
Bonneville,2011-01-31,,,,24,7,,,,,,,,,4.4
Bonneville,2011-02-01,,,,12,5,,,,,,,,,3.9
Bonneville,2011-02-02,,1,,8,2,,,,,,,,,3.9
Bonneville,2011-02-03,,,1,13,5,,,,,,,,,3.9
Bonneville,2011-02-04,,,-1,6,2,,,,,,,,,3.9
Bonneville,2011-02-05,,1,,12,6,,,,,,,,,3.9
Bonneville,2011-02-06,,1,,16,5,,,,,,,,,4.4
Bonneville,2011-02-07,,,,18,2,,,,,,,,,4.4
Bonneville,2011-02-08,,1,,16,6,,,,,,,,,4.4
