Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,1946-01-01,,,,,,,,,,,,,,
Bonneville,1946-01-02,,,,,,,,,,,,,,
Bonneville,1946-01-03,,,,,,,,,,,,,,
Bonneville,1946-01-04,,,,,,,,,,,,,,
Bonneville,1946-01-05,,,,1,,,,,,,,,,
Bonneville,1946-01-06,,,,23,,,,,,,,,,
Bonneville,1946-01-07,,,,4,,,,,,,,,,
Bonneville,1946-01-08,,,,1,,,,,,,,,,
Bonneville,1946-01-09,,,,,,,,,,,,,,
Bonneville,1946-01-10,,,,,,,,,,,,,,
Bonneville,1946-01-11,,,,2,,,,,,,,,,
Bonneville,1946-01-12,,,,4,,,,,,,,,,
Bonneville,1946-01-13,,,,5,,,,,,,,,,
Bonneville,1946-01-14,,,,,,,,,,,,,,
Bonneville,1946-01-15,,,,,,,,,,,,,,
Bonneville,1946-01-16,,,,,,,,,,,,,,
Bonneville,1946-01-17,,1,,,,,,,,,,,,
Bonneville,1946-01-18,,,,2,,,,,,,,,,
Bonneville,1946-01-19,,,,3,,,,,,,,,,
Bonneville,1946-01-20,,,,5,,,,,,,,,,
Bonneville,1946-01-21,,,,2,,,,,,,,,,
Bonneville,1946-01-22,,,,,,,,,,,,,,
Bonneville,1946-01-23,,,,2,,,,,,,,,,
Bonneville,1946-01-24,,,,1,,,,,,,,,,
Bonneville,1946-01-25,,,,1,,,,,,,,,,
Bonneville,1946-01-26,,,,2,,,,,,,,,,
Bonneville,1946-01-27,,,,1,,,,,,,,,,
Bonneville,1946-01-28,,,,1,,,,,,,,,,
Bonneville,1946-01-29,,,,3,,,,,,,,,,
Bonneville,1946-01-30,,,,,,,,,,,,,,
Bonneville,1946-01-31,,,,,,,,,,,,,,
Bonneville,1946-02-01,,,,,,,,,,,,,,
Bonneville,1946-02-02,,1,,1,,,,,,,,,,
Bonneville,1946-02-03,,,,,,,,,,,,,,
Bonneville,1946-02-04,,,,,,,,,,,,,,
Bonneville,1946-02-05,,,,,,,,,,,,,,
Bonneville,1946-02-06,,,,2,,,,,,,,,,
Bonneville,1946-02-07,,,,2,,,,,,,,,,
