Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,1964-03-01,,2,,6,,,,,,,,,,
Bonneville,1964-03-02,,4,,3,,,,,,,,,,
Bonneville,1964-03-03,,1,,2,,,,,,,,,,
Bonneville,1964-03-04,,5,,8,,,,,,,,,,
Bonneville,1964-03-05,,6,,13,,,,,,,,,,
Bonneville,1964-03-06,,,,10,,,,,,,,,,
Bonneville,1964-03-07,,7,,9,,,,,,,,,,
Bonneville,1964-03-08,,8,,11,,,,,,,,,,
Bonneville,1964-03-09,,9,,7,,,,,,,,,,
Bonneville,1964-03-10,,5,,8,,,,,,,,,,
Bonneville,1964-03-11,,6,,10,,,,,,,,,,
Bonneville,1964-03-12,,8,,8,,,,,,,,,,
Bonneville,1964-03-13,,14,,11,,,,,,,,,,
Bonneville,1964-03-14,,16,,8,,,,,,,,,,
Bonneville,1964-03-15,Sp,30,,15,,,,,,,,,,
Bonneville,1964-03-16,Sp,58,,24,,,,,,,,,,
Bonneville,1964-03-17,Sp,44,,26,,,,,,,,,,
Bonneville,1964-03-18,Sp,24,,8,,,,,,,,,,
Bonneville,1964-03-19,Sp,29,,8,,,,,,,,,,
Bonneville,1964-03-20,Sp,32,,7,,,,,,,,,,
Bonneville,1964-03-21,Sp,72,,20,,,,,,,,,,
Bonneville,1964-03-22,Sp,69,,18,,,,,,,,,,
Bonneville,1964-03-23,Sp,78,,14,,,,,,,,,,
Bonneville,1964-03-24,Sp,70,,7,,,,,,,,,,
Bonneville,1964-03-25,Sp,95,,13,,,,,,,,,,
Bonneville,1964-03-26,Sp,185,,29,,,,,,,,,,
Bonneville,1964-03-27,Sp,222,,42,,,,,,,,,,
Bonneville,1964-03-28,Sp,137,,42,,,,,,,,,,
Bonneville,1964-03-29,Sp,171,,19,,,,,,,,,,
Bonneville,1964-03-30,Sp,534,,43,,,,,,,,,,
Bonneville,1964-03-31,Sp,477,,41,,,,,,,,,,
Bonneville,1964-04-01,Sp,1225,,106,,,,,,,,,,
Bonneville,1964-04-02,Sp,1097,,86,,,,,,,,,,
Bonneville,1964-04-03,Sp,1081,,48,,,,,,,,,,
Bonneville,1964-04-04,Sp,599,,36,,,,,,,,,,
Bonneville,1964-04-05,Sp,368,,20,,,,,,,,,,
Bonneville,1964-04-06,Sp,362,,19,,,,,,,,,,
Bonneville,1964-04-07,Sp,1238,,60,,,,,,,,,,
Bonneville,1964-04-08,Sp,2436,,85,,,,,,,,,,
Bonneville,1964-04-09,Sp,2437,,77,,,,,,,,,,
Bonneville,1964-04-10,Sp,2249,,72,,,,,,,,,,
Bonneville,1964-04-11,Sp,2259,,64,,,,,,,,,,
Bonneville,1964-04-12,Sp,2893,,54,,,,,,,,,,
Bonneville,1964-04-13,Sp,3454,,74,,,,,,,,,,
Bonneville,1964-04-14,Sp,2257,,36,,,,,,,,,,
Bonneville,1964-04-15,Sp,1148,,22,,,,,,,,,,
Bonneville,1964-04-16,Sp,718,,16,,,,,,,,,,
Bonneville,1964-04-17,Sp,671,,16,,,,,,,,,,
Bonneville,1964-04-18,Sp,1743,,40,,,,,,1,,,,
