Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,1954-02-28,,2,,6,,,,,,,,,,6.7
Bonneville,1954-03-01,,1,,2,,,,,,,,,,6.1
Bonneville,1954-03-02,,2,,2,,,,,,,,,,6.1
Bonneville,1954-03-03,,3,,8,,,,,,,,,,6.1
Bonneville,1954-03-04,,1,,6,,,,,,,,,,5.6
Bonneville,1954-03-05,,2,,4,,,,,,,,,,5.6
Bonneville,1954-03-06,,,,12,,,,,,,,,,5.6
Bonneville,1954-03-07,,3,,14,,,,,,,,,,5.6
Bonneville,1954-03-08,,8,,14,,,,,,,,,,6.1
Bonneville,1954-03-09,,13,,94,,,,,,,,,,6.7
Bonneville,1954-03-10,,2,,14,,,,,,,,,,6.1
Bonneville,1954-03-11,,4,,10,,,,,,,,,,6.1
Bonneville,1954-03-12,,2,,4,,,,,,,,,,6.1
Bonneville,1954-03-13,,,,2,,,,,,,,,,5.6
Bonneville,1954-03-14,,3,,5,,,,,,,,,,5.6
Bonneville,1954-03-15,Sp,,,3,,,,,,,,,,5.6
Bonneville,1954-03-16,Sp,9,,16,,,,,,,,,,6.1
Bonneville,1954-03-17,Sp,3,,22,,,,,,,,,,6.1
Bonneville,1954-03-18,Sp,15,,25,,,,,,,,,,6.7
Bonneville,1954-03-19,Sp,9,,35,,,,,,,,,,6.7
Bonneville,1954-03-20,Sp,6,,19,,,,,,,,,,6.7
Bonneville,1954-03-21,Sp,3,,6,,,,,,,,,,6.7
Bonneville,1954-03-22,Sp,1,,,,,,,,,,,,6.7
Bonneville,1954-03-23,Sp,30,,45,,,,,,,,,,6.7
Bonneville,1954-03-24,Sp,30,,20,,,,,,,,,,7.2
Bonneville,1954-03-25,Sp,36,,23,,,,,,,,,,7.2
Bonneville,1954-03-26,Sp,77,,26,,,,,,,,,,7.2
Bonneville,1954-03-27,Sp,74,,60,,,,,,,,,,7.2
Bonneville,1954-03-28,Sp,112,,111,,,,,,,,,,7.2
Bonneville,1954-03-29,Sp,32,,11,,,,,,,,,,7.2
