Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,1993-03-15,Sp,1,,37,,,,,,,,,,3.9
Bonneville,1993-03-16,Sp,,,61,,,,,,,,,,3.9
Bonneville,1993-03-17,Sp,,,36,,,,,,,,,,3.9
Bonneville,1993-03-18,Sp,,,30,,,,,,,,,,4.4
Bonneville,1993-03-19,Sp,2,,54,,,,,1,,,,,4.4
Bonneville,1993-03-20,Sp,5,,24,,,,,2,,,,,4.4
Bonneville,1993-03-21,Sp,13,,78,,,,,8,,,,,5
Bonneville,1993-03-22,Sp,24,,61,,,,,,,,,,6.1
Bonneville,1993-03-23,Sp,10,,-4,,,,,,,,,,5.6
Bonneville,1993-03-24,Sp,3,,28,,,,,,,,,,4.4
Bonneville,1993-03-25,Sp,16,,72,,,,,,,,,,5.6
Bonneville,1993-03-26,Sp,4,,63,,,,,,,,,,6.1
Bonneville,1993-03-27,Sp,5,,42,,,,,,,,,,6.7
Bonneville,1993-03-28,Sp,15,,40,,,,,,,,,,7.2
Bonneville,1993-03-29,Sp,23,,68,,,,,,,,,,8.1
Bonneville,1993-03-30,Sp,51,,31,,,,,,,,,,8.3
Bonneville,1993-03-31,Sp,54,,50,,,,,,,,,,7.8
Bonneville,1993-04-01,Sp,212,,99,,,,,,,,,,7.1
Bonneville,1993-04-02,Sp,147,,56,,,,,,,,,,7.2
Bonneville,1993-04-03,Sp,178,1,88,,,,,,,,,,7.4
Bonneville,1993-04-04,Sp,224,1,101,,,,,,,,,,7.6
Bonneville,1993-04-05,Sp,476,,60,,,,,,,,,,7.8
Bonneville,1993-04-06,Sp,562,,48,,,,,,,,,,7.9
Bonneville,1993-04-07,Sp,327,,93,,,,,,,,,,8.2
Bonneville,1993-04-08,Sp,255,1,70,,,,,,,,,,8.5
Bonneville,1993-04-09,Sp,400,1,63,,,,,,,,,,8.7
Bonneville,1993-04-10,Sp,505,2,30,,,,,,,,,,8.8
Bonneville,1993-04-11,Sp,624,1,55,,,,,,,,,,8.8
Bonneville,1993-04-12,Sp,711,2,69,,,,,,,,,,9
Bonneville,1993-04-13,Sp,1033,6,77,,,,,,,,,,9.1
Bonneville,1993-04-14,Sp,3097,6,81,,,,,,,,,,9.3
Bonneville,1993-04-15,Sp,5560,12,67,,,,,,,,,,9.5
Bonneville,1993-04-16,Sp,4798,6,58,,,,,,,,,,9.7
Bonneville,1993-04-17,Sp,4230,3,37,,,,,,,,,,9.8
Bonneville,1993-04-18,Sp,3241,4,48,,,,,,,,,,9.8
Bonneville,1993-04-19,Sp,4036,7,58,,,,,,,,,,9.8
Bonneville,1993-04-20,Sp,4202,21,55,,,,,1,,,,,10
Bonneville,1993-04-21,Sp,5315,36,71,,,,,,,,,,10.3
Bonneville,1993-04-22,Sp,4900,40,62,,,,,,,,,,10.5
Bonneville,1993-04-23,Sp,5464,30,44,,,,,,,,,,10.5
Bonneville,1993-04-24,Sp,5083,20,45,,,,,,,,,,10.7
Bonneville,1993-04-25,Sp,2853,9,24,,,,,,,,,,10.7
Bonneville,1993-04-26,Sp,5318,43,36,,,,,,,,,,10.7
Bonneville,1993-04-27,Sp,4307,47,45,,,,,,,,,,11.1
