Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,1947-01-01,,,,,,,,,,,,,,
Bonneville,1947-01-02,,,,,,,,,,,,,,
Bonneville,1947-01-03,,,,1,,,,,,,,,,
Bonneville,1947-01-04,,,,,,,,,,,,,,
Bonneville,1947-01-05,,,,,,,,,,,,,,
Bonneville,1947-01-06,,,,,,,,,,,,,,
Bonneville,1947-01-07,,,,,,,,,,,,,,
Bonneville,1947-01-08,,,,,,,,,,,,,,
Bonneville,1947-01-09,,,,,,,,,,,,,,
Bonneville,1947-01-10,,,,1,,,,,,,,,,
Bonneville,1947-01-11,,,,,,,,,,,,,,
Bonneville,1947-01-12,,,,,,,,,,,,,,
Bonneville,1947-01-13,,,,1,,,,,,,,,,
Bonneville,1947-01-14,,,,,,,,,,,,,,
Bonneville,1947-01-15,,,,,,,,,,,,,,
Bonneville,1947-01-16,,,,,,,,,,,,,,
Bonneville,1947-01-17,,,,,,,,,,,,,,
Bonneville,1947-01-18,,,,,,,,,,,,,,
Bonneville,1947-01-19,,,,1,,,,,,,,,,
Bonneville,1947-01-20,,,,,,,,,,,,,,
Bonneville,1947-01-21,,,,,,,,,,,,,,
Bonneville,1947-01-22,,,,,,,,,,,,,,
Bonneville,1947-01-23,,,,4,,,,,,,,,,
Bonneville,1947-01-24,,,,13,,,,,,,,,,
Bonneville,1947-01-25,,,,9,,,,,,,,,,
Bonneville,1947-01-26,,,,30,,,,,,,,,,
Bonneville,1947-01-27,,,,87,,,,,,,,,,
Bonneville,1947-01-28,,,,26,,,,,,,,,,
Bonneville,1947-01-29,,,,16,,,,,,,,,,
Bonneville,1947-01-30,,,,7,,,,,,,,,,
Bonneville,1947-01-31,,,,1,,,,,,,,,,
Bonneville,1947-02-01,,,,,,,,,,,,,,
Bonneville,1947-02-02,,,,1,,,,,,,,,,
Bonneville,1947-02-03,,,,2,,,,,,,,,,
Bonneville,1947-02-04,,,,6,,,,,,,,,,
Bonneville,1947-02-05,,,,3,,,,,,,,,,
Bonneville,1947-02-06,,,,,,,,,,,,,,
Bonneville,1947-02-07,,,,2,,,,,,,,,,
Bonneville,1947-02-08,,,,2,,,,,,,,,,
Bonneville,1947-02-09,,,,9,,,,,,,,,,
Bonneville,1947-02-10,,,,4,,,,,,,,,,
Bonneville,1947-02-11,,,,7,,,,,,,,,,
Bonneville,1947-02-12,,,,2,,,,,,,,,,
Bonneville,1947-02-13,,,,,,,,,,,,,,
Bonneville,1947-02-14,,,,5,,,,,,,,,,
Bonneville,1947-02-15,,,,1,,,,,,,,,,
Bonneville,1947-02-16,,,,19,,,,,,,,,,
