Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,1990-03-15,Sp,2,,27,,,,,,,,,,6.7
Bonneville,1990-03-16,Sp,1,,44,,,,,,,,,,7.2
Bonneville,1990-03-17,Sp,2,,36,,,,,,,,,,6.7
Bonneville,1990-03-18,Sp,1,,60,,,,,,,,,,7.2
Bonneville,1990-03-19,Sp,,,46,,,,,,,,,,7.8
Bonneville,1990-03-20,Sp,2,,84,,,,,,,,,,7.8
Bonneville,1990-03-21,Sp,12,,67,,,,,,,,,,7.8
Bonneville,1990-03-22,Sp,7,,52,,,,,,,,,,7.8
Bonneville,1990-03-23,Sp,8,,83,,,,,,,,,,7.2
Bonneville,1990-03-24,Sp,19,,68,,,,,,,,,,7.8
Bonneville,1990-03-25,Sp,46,,60,,,,,,,,,,7.8
Bonneville,1990-03-26,Sp,66,,85,,,,,,,,,,7.8
Bonneville,1990-03-27,Sp,105,1,54,,,,,,,,,,7.8
Bonneville,1990-03-28,Sp,151,,56,,,,,,,,,,7.8
Bonneville,1990-03-29,Sp,85,,43,,,,,,,,,,7.8
Bonneville,1990-03-30,Sp,85,,53,,,,,,,,,,7.8
Bonneville,1990-03-31,Sp,84,,48,,,,,,,,,,7.8
Bonneville,1990-04-01,Sp,904,1,108,,,,,,,,,,7.8
Bonneville,1990-04-02,Sp,876,1,57,,,,,,,,,,7.8
Bonneville,1990-04-03,Sp,660,10,93,,,,,,,,,,8.3
Bonneville,1990-04-04,Sp,618,1,98,,,,,,,,,,8.9
Bonneville,1990-04-05,Sp,945,2,89,,,,,,,,,,9.4
Bonneville,1990-04-06,Sp,1144,1,83,,,,,,,,,,9.4
Bonneville,1990-04-07,Sp,1298,2,67,,,,,,,,,,9.4
Bonneville,1990-04-08,Sp,1624,4,78,,,,,,,,,,9.4
Bonneville,1990-04-09,Sp,1362,2,76,,,,,,,,,,9.4
Bonneville,1990-04-10,Sp,1407,9,107,,,,,,,,,,9.4
Bonneville,1990-04-11,Sp,2508,17,64,,,,,,,,,,10
Bonneville,1990-04-12,Sp,2340,17,72,,,,,,,,,,10
Bonneville,1990-04-13,Sp,3793,40,114,,,,,,,,,,10
Bonneville,1990-04-14,Sp,3131,18,88,,,,,,,,,,10.6
Bonneville,1990-04-15,Sp,4034,22,106,,,,,,,,,,10.6
Bonneville,1990-04-16,Sp,4637,28,97,,,,,,,,,,11.1
Bonneville,1990-04-17,Sp,4928,27,96,,,,,,,,,,11.7
Bonneville,1990-04-18,Sp,2361,30,90,,,,,,,,,,11.7
Bonneville,1990-04-19,Sp,2060,26,118,,,,,,,,,,11.7
Bonneville,1990-04-20,Sp,2422,30,74,,,,,,,,,,11.7
Bonneville,1990-04-21,Sp,2233,37,97,,,,,,,,,,12.2
Bonneville,1990-04-22,Sp,4023,44,87,,,,,,,,,,12.2
Bonneville,1990-04-23,Sp,2932,49,83,,,,,,,,,,12.2
Bonneville,1990-04-24,Sp,3031,32,77,,,,,2,,,,,12.2
Bonneville,1990-04-25,Sp,3726,42,68,,,,,,,,,,12.2
Bonneville,1990-04-26,Sp,2542,42,75,,,,,,,,,,12.2
Bonneville,1990-04-27,Sp,2336,46,74,,,,,,,,,,12.2
Bonneville,1990-04-28,Sp,982,31,79,,,,,1,,,,,12.2
Bonneville,1990-04-29,Sp,844,27,73,,,,,,,,,,12.2
Bonneville,1990-04-30,Sp,1164,33,75,,,,,1,,,,,11.7
Bonneville,1990-05-01,Sp,1849,66,75,,,,,6,,,,,11.7
Bonneville,1990-05-02,Sp,2070,66,90,,,,,24,,,,,12.2
Bonneville,1990-05-03,Sp,2110,77,101,,,,,9,,,,,12.2
Bonneville,1990-05-04,Sp,1907,71,126,,,,,116,,,,,12.2
Bonneville,1990-05-05,Sp,1372,65,129,,,,,122,,,,,12.2
Bonneville,1990-05-06,Sp,2123,63,174,,,,,93,,,,,12.8
Bonneville,1990-05-07,Sp,1626,58,166,,,,,28,,,,,12.8
Bonneville,1990-05-08,Sp,1211,60,160,,,,,19,,,,,12.8
Bonneville,1990-05-09,Sp,1219,80,157,,,,,154,,,,,12.8
Bonneville,1990-05-10,Sp,1793,71,196,,,,,334,,,,,13.3
Bonneville,1990-05-11,Sp,1117,82,157,,,,,161,,,,,13.3
Bonneville,1990-05-12,Sp,659,69,133,,,,,109,,,,,13.3
Bonneville,1990-05-13,Sp,678,57,140,,,,,330,,,,,13.3
Bonneville,1990-05-14,Sp,673,68,147,,,,,116,,,,,13.3
Bonneville,1990-05-15,Sp,576,42,135,,,,,176,,,,,12.8
Bonneville,1990-05-16,Sp,657,41,112,,,,,1597,,,,,12.8
Bonneville,1990-05-17,Sp,489,26,111,,,,,6731,,,,,13.3
Bonneville,1990-05-18,Sp,445,42,127,,,,,893,,,,,13.3
Bonneville,1990-05-19,Sp,507,42,145,,,,,2090,,,,,13.3
Bonneville,1990-05-20,Sp,476,36,160,,,,,4941,,,,,13.3
Bonneville,1990-05-21,Sp,337,29,120,,,,,3852,,,,,13.3
Bonneville,1990-05-22,Sp,327,30,115,,,,,16253,,,,,13.3
Bonneville,1990-05-23,Sp,324,37,187,,,,,18200,,,,,13.3
Bonneville,1990-05-24,Sp,178,15,133,,,,,11000,,,,,13.3
Bonneville,1990-05-25,Sp,283,17,139,,,,,27282,,,,,13.9
Bonneville,1990-05-26,Sp,259,20,164,,,,,35569,,,,,14.4
Bonneville,1990-05-27,Sp,262,24,211,,,,,148946,,,,,14.4
Bonneville,1990-05-28,Sp,391,26,221,,,,,80121,,,,,14.4
Bonneville,1990-05-29,Sp,267,22,199,,,,,32722,,,,,14.4
