Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,1982-03-15,Sp,2,,54,,,,,,,,,,
Bonneville,1982-03-16,Sp,,,50,,,,,,,,,,
Bonneville,1982-03-17,Sp,2,,47,,,,,,,,,,
Bonneville,1982-03-18,Sp,2,,34,,,,,,,,,,
Bonneville,1982-03-19,Sp,2,,33,,,,,,,,,,
Bonneville,1982-03-20,Sp,2,,69,,,,,,,,,,
Bonneville,1982-03-21,Sp,1,,65,,,,,,,,,,
Bonneville,1982-03-22,Sp,3,,49,,,,,,,,,,
Bonneville,1982-03-23,Sp,3,,49,,,,,,,,,,
Bonneville,1982-03-24,Sp,9,1,97,,,,,,,,,,
Bonneville,1982-03-25,Sp,5,2,68,,,,,,,,,,
Bonneville,1982-03-26,Sp,14,2,81,,,,,,,,,,
Bonneville,1982-03-27,Sp,27,1,116,,,,,,,,,,
Bonneville,1982-03-28,Sp,22,,60,,,,,,,,,,
Bonneville,1982-03-29,Sp,51,,135,,,,,,,,,,
Bonneville,1982-03-30,Sp,78,,138,,,,,,,,,,
Bonneville,1982-03-31,Sp,83,,94,,,,,,,,,,
Bonneville,1982-04-01,Sp,195,,218,,,,,,,,,,
Bonneville,1982-04-02,Sp,274,1,190,,,,,,,,,,
Bonneville,1982-04-03,Sp,346,,205,,,,,,,,,,
Bonneville,1982-04-04,Sp,326,,115,,,,,,,,,,
Bonneville,1982-04-05,Sp,186,1,87,,,,,,,,,,
Bonneville,1982-04-06,Sp,330,,131,,,,,,,,,,
Bonneville,1982-04-07,Sp,495,,99,,,,,,,,,,
Bonneville,1982-04-08,Sp,408,1,102,,,,,,,,,,
Bonneville,1982-04-09,Sp,677,3,209,,,,,,,,,,
Bonneville,1982-04-10,Sp,647,2,207,,,,,,,,,,
Bonneville,1982-04-11,Sp,786,2,109,,,,,,,,,,
Bonneville,1982-04-12,Sp,1108,,203,,,,,,,,,,
Bonneville,1982-04-13,Sp,489,4,78,,,,,,,,,,
Bonneville,1982-04-14,Sp,783,4,95,,,,,,,,,,
Bonneville,1982-04-15,Sp,397,2,77,,,,,,,,,,
Bonneville,1982-04-16,Sp,770,5,77,,,,,,,,,,
Bonneville,1982-04-17,Sp,581,7,124,,,,,1,,,,,
Bonneville,1982-04-18,Sp,894,13,121,,,,,,,,,,
Bonneville,1982-04-19,Sp,951,12,130,,,,,,,,,,
Bonneville,1982-04-20,Sp,846,7,118,,,,,,,,,,
Bonneville,1982-04-21,Sp,1269,7,198,,,,,,,,,,
Bonneville,1982-04-22,Sp,1137,8,144,,,,,,,,,,
Bonneville,1982-04-23,Sp,848,12,112,,,,,,,,,,
Bonneville,1982-04-24,Sp,583,10,131,,,,,,,,,,
Bonneville,1982-04-25,Sp,862,14,116,,,,,,,,,,
Bonneville,1982-04-26,Sp,952,38,122,,,,,,,,,,
Bonneville,1982-04-27,Sp,2585,75,152,,,,,,,,,,
Bonneville,1982-04-28,Sp,3977,90,172,,,,,,,,,,
Bonneville,1982-04-29,Sp,3320,90,179,,,,,,,,,,
Bonneville,1982-04-30,Sp,2746,106,167,,,,,,,,,,
Bonneville,1982-05-01,Sp,2622,87,174,,,,,,,,,,
Bonneville,1982-05-02,Sp,2553,86,159,,,,,,,,,,
Bonneville,1982-05-03,Sp,2487,125,144,,,,,,,,,,
Bonneville,1982-05-04,Sp,1793,110,125,,,,,,,,,,
Bonneville,1982-05-05,Sp,2034,109,149,,,,,,,,,,
Bonneville,1982-05-06,Sp,2562,183,211,,,,,,,,,,
Bonneville,1982-05-07,Sp,1732,134,157,,,,,,,,,,
Bonneville,1982-05-08,Sp,1825,170,199,,,,,,,,,,
Bonneville,1982-05-09,Sp,1786,221,160,,,,,,,,,,
Bonneville,1982-05-10,Sp,1513,222,184,,,,,,,,,,
Bonneville,1982-05-11,Sp,1539,297,218,,,,,,,,,,
Bonneville,1982-05-12,Sp,1664,320,235,,,,,1,,,,,
Bonneville,1982-05-13,Sp,1727,313,272,,,,,,,,,,
Bonneville,1982-05-14,Sp,1680,321,220,,,,,,,,,,
Bonneville,1982-05-15,Sp,1406,237,209,,,,,1,,,,,
Bonneville,1982-05-16,Sp,1385,310,208,,,,,1,,,,,
Bonneville,1982-05-17,Sp,1312,330,205,,,,,4,,,,,
Bonneville,1982-05-18,Sp,1082,306,191,,,,,,,,,,
Bonneville,1982-05-19,Sp,652,205,139,,,,,2,,,,,
Bonneville,1982-05-20,Sp,573,156,104,,,,,24,,,,,
Bonneville,1982-05-21,Sp,1012,193,223,,,,,79,,,,,
Bonneville,1982-05-22,Sp,619,157,176,,,,,267,,,,,
Bonneville,1982-05-23,Sp,745,166,169,,,,,137,,,,,
Bonneville,1982-05-24,Sp,636,131,118,,,,,149,,,,,
Bonneville,1982-05-25,Sp,692,132,166,,1,,,1355,,,,,
Bonneville,1982-05-26,Sp,401,91,115,,7,,,834,,,,,
Bonneville,1982-05-27,Sp,360,77,110,,1,,,763,,,,,
Bonneville,1982-05-28,Sp,331,68,142,,,,,498,,,,,
Bonneville,1982-05-29,Sp,355,94,151,,2,,,795,,,,,
Bonneville,1982-05-30,Sp,400,86,160,,1,,,849,,,,,
Bonneville,1982-05-31,Sp,459,76,142,,,,,1129,,,,,
Bonneville,1982-06-01,Su,424,65,142,,,,,1100,,,,,
Bonneville,1982-06-02,Su,387,59,133,,2,,,1538,,,,,
Bonneville,1982-06-03,Su,508,66,155,,,,,2431,,,,,
Bonneville,1982-06-04,Su,499,62,174,,,,,2476,,,,,
Bonneville,1982-06-05,Su,413,66,189,,1,,,2822,,,,,
Bonneville,1982-06-06,Su,416,74,163,,2,,,2548,,,,,
Bonneville,1982-06-07,Su,360,82,169,,4,,,2979,,,,,
Bonneville,1982-06-08,Su,383,153,238,,6,,,6696,,,,,
Bonneville,1982-06-09,Su,329,114,224,,7,,,10132,,,,,
Bonneville,1982-06-10,Su,336,346,323,,8,,,11149,,,,,
Bonneville,1982-06-11,Su,307,260,294,,16,,,21501,,,,,
Bonneville,1982-06-12,Su,401,226,251,,42,,,30600,,,,,
Bonneville,1982-06-13,Su,422,275,248,,56,,,32355,,,,,
Bonneville,1982-06-14,Su,384,259,235,,126,,,26950,,,,,
Bonneville,1982-06-15,Su,308,227,215,,185,,,42098,,,,,
Bonneville,1982-06-16,Su,293,218,190,,192,,,42820,,,,,
Bonneville,1982-06-17,Su,296,79,154,,207,,,16886,,,,,
Bonneville,1982-06-18,Su,534,67,297,,377,,,66820,,,,,
Bonneville,1982-06-19,Su,429,52,310,,537,,,56323,,,,,
Bonneville,1982-06-20,Su,461,44,305,,716,,,48742,,,,,
Bonneville,1982-06-21,Su,489,76,344,,1199,,,44687,,,,,
Bonneville,1982-06-22,Su,432,74,404,,1387,,,42829,,,,,
Bonneville,1982-06-23,Su,459,78,391,,1543,,,35843,,,,,
Bonneville,1982-06-24,Su,446,75,345,,1446,,,30588,,,,,
Bonneville,1982-06-25,Su,407,58,393,,1471,,,14634,,,,,
Bonneville,1982-06-26,Su,370,50,398,,1451,,,18032,,,,,
Bonneville,1982-06-27,Su,390,61,449,,2419,,,14077,,,,,
Bonneville,1982-06-28,Su,366,41,498,,2423,,,9043,,,,,
Bonneville,1982-06-29,Su,369,132,511,,2447,,,9123,,,,,
Bonneville,1982-06-30,Su,307,75,494,,2461,,,7215,,,,,
Bonneville,1982-07-01,Su,296,72,505,,2581,,,6541,,,,,
Bonneville,1982-07-02,Su,218,57,434,,1932,,,7743,,,,,
Bonneville,1982-07-03,Su,199,43,446,,1918,,,6196,,,,,
Bonneville,1982-07-04,Su,246,74,486,,1944,,,5529,,,,,
Bonneville,1982-07-05,Su,269,78,431,,1725,,,4520,,,,,
Bonneville,1982-07-06,Su,333,94,632,,2167,,,11003,,,,,
Bonneville,1982-07-07,Su,343,66,698,,2002,,,8994,,,,,
Bonneville,1982-07-08,Su,281,109,708,,1819,,,9282,,,,,
Bonneville,1982-07-09,Su,272,81,760,,1508,,,9371,,,,,
Bonneville,1982-07-10,Su,349,99,772,,1522,,,5549,,,,,
Bonneville,1982-07-11,Su,398,136,892,,1493,,,7564,,,,,
Bonneville,1982-07-12,Su,390,102,822,,1277,,,4011,,,,,
Bonneville,1982-07-13,Su,305,78,819,,1107,,,5840,,,,,
Bonneville,1982-07-14,Su,361,112,1282,,934,,,4327,,,,,
Bonneville,1982-07-15,Su,266,64,886,,742,,,1974,,,,,
Bonneville,1982-07-16,Su,216,110,904,,735,,,1204,,,,,
Bonneville,1982-07-17,Su,305,111,948,,557,1,,4413,,,,,
Bonneville,1982-07-18,Su,278,143,1231,,469,,,2856,,,,,
Bonneville,1982-07-19,Su,262,138,1217,,452,,,2210,,,,,
Bonneville,1982-07-20,Su,225,111,1149,,454,,,1344,,,,,
Bonneville,1982-07-21,Su,298,123,1680,,404,,,935,,,,,
Bonneville,1982-07-22,Su,246,149,1670,,333,2,,751,,,,,
Bonneville,1982-07-23,Su,217,94,1737,,300,1,,1175,,,,,
Bonneville,1982-07-24,Su,217,88,1789,,231,6,,1000,,,,,
Bonneville,1982-07-25,Su,230,83,2068,,193,4,,857,,,,,
Bonneville,1982-07-26,Su,201,96,2365,,132,15,6,586,,,,,
Bonneville,1982-07-27,Su,234,100,2528,,98,1,3,603,,,,,
Bonneville,1982-07-28,Su,167,104,2513,,51,3,1,392,,,,,
Bonneville,1982-07-29,Su,127,71,1936,,36,5,,230,,,,,
Bonneville,1982-07-30,Su,188,87,2152,,50,4,4,178,,,,,
Bonneville,1982-07-31,Su,267,98,2699,,41,12,11,147,,,,,
Bonneville,1982-08-01,Fa,154,107,2134,,29,6,3,125,,,,,
Bonneville,1982-08-02,Fa,140,97,1799,,26,2,5,87,,,,,
Bonneville,1982-08-03,Fa,147,76,2227,,15,5,3,76,,,,,
Bonneville,1982-08-04,Fa,149,111,2097,,14,8,6,75,,,,,
Bonneville,1982-08-05,Fa,108,73,1940,,15,2,1,68,,,,,
Bonneville,1982-08-06,Fa,197,131,2354,,17,3,2,45,,,,,
Bonneville,1982-08-07,Fa,149,129,2156,,9,1,1,70,,,,,
Bonneville,1982-08-08,Fa,178,100,2526,,9,1,5,45,,,,,
Bonneville,1982-08-09,Fa,142,107,1892,,12,3,3,30,,,,,
Bonneville,1982-08-10,Fa,315,165,2405,,10,13,11,31,,,,,
Bonneville,1982-08-11,Fa,234,149,1682,,6,15,13,35,,,,,
Bonneville,1982-08-12,Fa,231,147,1785,,6,13,10,24,,,,,
Bonneville,1982-08-13,Fa,132,91,1178,,2,8,13,35,,,,,
Bonneville,1982-08-14,Fa,339,152,1805,,13,8,15,18,,,,,
Bonneville,1982-08-15,Fa,284,152,1302,,6,13,17,19,,,,,
Bonneville,1982-08-16,Fa,449,193,1770,,6,24,23,2,,,,,
Bonneville,1982-08-17,Fa,366,219,1403,,2,25,17,15,,,,,
Bonneville,1982-08-18,Fa,386,247,1593,,1,34,35,9,,,,,
Bonneville,1982-08-19,Fa,433,315,1171,,2,26,24,12,,,,,
Bonneville,1982-08-20,Fa,595,382,1287,,9,41,38,13,,,,,
Bonneville,1982-08-21,Fa,928,610,1699,,10,120,52,9,,,,,
Bonneville,1982-08-22,Fa,1019,629,1693,,8,132,67,9,,,,,
Bonneville,1982-08-23,Fa,1222,818,1527,,2,186,71,10,,,,,
Bonneville,1982-08-24,Fa,1043,1026,1716,,2,191,85,9,,,,,
Bonneville,1982-08-25,Fa,1198,757,1461,,6,247,173,3,,,,,
Bonneville,1982-08-26,Fa,1742,859,1289,,8,327,107,10,,,,,
Bonneville,1982-08-27,Fa,2004,931,1269,,2,274,100,9,,,,,
Bonneville,1982-08-28,Fa,1519,883,1188,,4,222,101,9,,,,,
Bonneville,1982-08-29,Fa,1289,784,957,,2,157,45,6,,,,,
Bonneville,1982-08-30,Fa,2250,694,1007,,2,169,63,2,,,,,
Bonneville,1982-08-31,Fa,2640,942,1017,,9,233,69,4,,,,,
Bonneville,1982-09-01,Fa,2022,916,821,,,209,84,8,,,,,
Bonneville,1982-09-02,Fa,2906,1187,946,,,327,114,5,,,,,
Bonneville,1982-09-03,Fa,9859,2149,1752,,,1303,322,2,,,,,
Bonneville,1982-09-04,Fa,10886,3811,2617,,,2706,551,3,,,,,
Bonneville,1982-09-05,Fa,7295,3523,2419,,,3184,593,2,,,,,
Bonneville,1982-09-06,Fa,5378,2633,2251,,,3099,483,1,,,,,
Bonneville,1982-09-07,Fa,6680,2103,2176,,1,3375,460,,,,,,
