Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,1965-03-01,,,,9,,,,,,,,,,5.6
Bonneville,1965-03-02,,2,,8,,,,,,,,,,5
Bonneville,1965-03-03,,,,4,,,,,,,,,,5
Bonneville,1965-03-04,,2,,9,,,,,,,,,,5.6
Bonneville,1965-03-05,,2,,7,,,,,,,,,,6.1
Bonneville,1965-03-06,,,,7,,,,,,,,,,5.6
Bonneville,1965-03-07,,1,,8,,,,,,,,,,5.6
Bonneville,1965-03-08,,4,,10,,,,,,,,,,6.1
Bonneville,1965-03-09,,2,,6,,,,,,,,,,6.1
Bonneville,1965-03-10,,1,,8,,,,,,,,,,6.1
Bonneville,1965-03-11,,3,,2,,,,,,,,,,6.1
Bonneville,1965-03-12,,1,,6,,,,,,,,,,6.1
Bonneville,1965-03-13,,1,,2,,,,,,,,,,6.7
Bonneville,1965-03-14,,,,4,,,,,,,,,,6.7
Bonneville,1965-03-15,Sp,,,1,,,,,,,,,,6.7
Bonneville,1965-03-16,Sp,,,1,,,,,,,,,,6.7
Bonneville,1965-03-17,Sp,4,,7,,,,,,,,,,6.7
Bonneville,1965-03-18,Sp,1,,2,,,,,,,,,,6.7
Bonneville,1965-03-19,Sp,2,,4,,,,,,,,,,6.7
Bonneville,1965-03-20,Sp,5,,1,,,,,,,,,,6.7
Bonneville,1965-03-21,Sp,7,,3,,,,,,,,,,6.7
Bonneville,1965-03-22,Sp,21,,7,,,,,,,,,,6.7
Bonneville,1965-03-23,Sp,26,,9,,,,,,,,,,6.7
Bonneville,1965-03-24,Sp,39,,8,,,,,,,,,,6.7
Bonneville,1965-03-25,Sp,16,,2,,,,,,,,,,6.7
Bonneville,1965-03-26,Sp,29,,1,,,,,,,,,,6.1
Bonneville,1965-03-27,Sp,31,,1,,,,,,,,,,6.1
Bonneville,1965-03-28,Sp,51,,3,,,,,,,,,,6.7
Bonneville,1965-03-29,Sp,128,,6,,,,,,,,,,6.7
Bonneville,1965-03-30,Sp,285,,21,,,,,,,,,,6.7
Bonneville,1965-03-31,Sp,573,,36,,,,,,,,,,6.7
Bonneville,1965-04-01,Sp,306,,15,,,,,,,,,,6.1
Bonneville,1965-04-02,Sp,638,,31,,,,,,,,,,6.7
Bonneville,1965-04-03,Sp,742,,24,,,,,,,,,,7.2
Bonneville,1965-04-04,Sp,932,,45,,,,,,1,,,,7.8
